5.000000000000000278e-02 0.000000000000000000e+00
1.500000000000000222e-01 0.000000000000000000e+00
2.500000000000000000e-01 0.000000000000000000e+00
3.500000000000000333e-01 0.000000000000000000e+00
4.500000000000000111e-01 0.000000000000000000e+00
5.500000000000000444e-01 0.000000000000000000e+00
6.500000000000001332e-01 2.190836413306077035e-02
7.500000000000001110e-01 2.111928062518905191e-01
8.500000000000000888e-01 5.707439182600204663e-01
9.500000000000000666e-01 1.062716577948285002e+00
1.050000000000000044e+00 1.497311970616880927e+00
1.150000000000000133e+00 1.586222759398542292e+00
1.250000000000000222e+00 1.423517828952255204e+00
1.350000000000000089e+00 1.105379829550298565e+00
1.450000000000000178e+00 8.712505765296947313e-01
1.550000000000000044e+00 7.966103404328039872e-01
1.650000000000000133e+00 8.085782443414960552e-01
1.750000000000000222e+00 8.681999821078006940e-01
1.850000000000000089e+00 9.459205270242543317e-01
1.950000000000000178e+00 1.017388433245116630e+00
2.049999999999999822e+00 1.062983537615630469e+00
2.149999999999999911e+00 1.079158102539280906e+00
2.250000000000000000e+00 1.067862851557917825e+00
2.350000000000000089e+00 1.037790263657776269e+00
2.450000000000000178e+00 1.001899500682595701e+00
2.549999999999999822e+00 9.738094409986023381e-01
2.649999999999999911e+00 9.616234836816186515e-01
2.750000000000000000e+00 9.646939659913689180e-01
2.850000000000000089e+00 9.790858652984936183e-01
2.950000000000000178e+00 9.964611560422693692e-01
3.049999999999999822e+00 1.010419170376108733e+00
3.149999999999999911e+00 1.016423891653584155e+00
3.250000000000000000e+00 1.016265241539348718e+00
3.350000000000000089e+00 1.010784807699077525e+00
3.450000000000000178e+00 1.003192232423266272e+00
3.549999999999999822e+00 9.960441959531832756e-01
3.649999999999999911e+00 9.919918048889223572e-01
3.750000000000000000e+00 9.915370327833832320e-01
3.850000000000000089e+00 9.935242125430733262e-01
3.950000000000000178e+00 9.969227889747440674e-01
4.049999999999999822e+00 1.001077318021510010e+00
4.150000000000000355e+00 1.002881069226880362e+00
4.250000000000000000e+00 1.004118040089216901e+00
4.349999999999999645e+00 1.003070179431264863e+00
4.450000000000000178e+00 1.001738432938745316e+00
4.549999999999999822e+00 9.992669133999447784e-01
4.650000000000000355e+00 9.985258639821045223e-01
4.750000000000000000e+00 9.975365956362681752e-01
4.850000000000000533e+00 9.979450632730558768e-01
4.950000000000000178e+00 9.987892899047021711e-01
5.049999999999999822e+00 9.992549702722657301e-01
